positon,velocity,time
1.00290781132727,-0.00651861477937275,10.35
1.00271389061937,-0.00640901137662358,10.38
1.00252329508728,-0.00629696522311675,10.41
1.00233609543299,-0.00618264784951447,10.44
1.00215235725826,-0.00606622773057169,10.47
1.00197214115719,-0.00594787022608763,10.5
1.00179550281052,-0.00582773752636396,10.53
1.00162249308142,-0.005705988602085,10.56
1.00145315811283,-0.00558277915853354,10.59
1.00128753942604,-0.00545826159405481,10.62
1.00112567402046,-0.00533258496267984,10.65
1.00096759447446,-0.00520589494081846,10.68
1.00081332904717,-0.00507833379793108,10.71
1.00066290178105,-0.00495004037108781,10.74
1.00051633260522,-0.00482115004332251,10.77
1.00037363743933,-0.00469179472568877,10.8
1.00023482829798,-0.00456210284292441,10.83
1.00009991339545,-0.00443219932263048,10.86
0.999968897250764,-0.00430220558787053,10.89
0.999841780792854,-0.0041722395530956,10.92
0.999718561465877,-0.00404241562330029,10.95
0.999599233334453,-0.00391284469631509,10.98
0.999483787188814,-0.00378363416814039,11.01
0.999372210649737,-0.00365488794122737,11.04
0.999264488273194,-0.00352670643561143,11.07
0.999160601654624,-0.00339918660280405,11.1
0.999060529532741,-0.00327242194234905,11.13
0.998964247892821,-0.00314650252095003,11.16
0.99887173006936,-0.00302151499407592,11.19
0.998782946848065,-0.00289754262995228,11.22
0.998697866567079,-0.00277466533584654,11.25
0.998616455217385,-0.0026529596865562,11.28
0.998538676542332,-0.00253249895500941,11.31
0.998464492136203,-0.00241335314488862,11.34
0.998393861541781,-0.00229558902518834,11.37
0.998326742346845,-0.00217927016661948,11.4
0.998263090279553,-0.00206445697977311,11.43
0.99820285930265,-0.0019512067549581,11.46
0.998146001706462,-0.00183957370362764,11.49
0.998092468200619,-0.00172960900131109,11.52
0.998042208004469,-0.0016213608319685,11.55
0.997995168936149,-0.00151487443368654,11.58
0.997951297500254,-0.00141019214563559,11.61
0.997910538974087,-0.00130735345620912,11.64
0.997872837492447,-0.00120639505226777,11.67
0.997838136130923,-0.00110735086941175,11.7
0.997806376987668,-0.00101025214320672,11.73
0.997777501263614,-0.000915127461289391,11.76
0.997751449341125,-0.000822002816280798,11.79
0.997728160861044,-0.00073090165943639,11.82
0.997707574798113,-0.000641844954963613,11.85
0.997689629534773,-0.000554851234939091,11.88
0.99767426293329,-0.000469936654759028,11.91
0.99766141240622,-0.000387115049057872,11.94
0.997651014985188,-0.000306397988031849,11.97
0.997643007387971,-0.000227794834105473,12
0.997637326083879,-0.000151312798880629,12.03
0.997633907357422,-7.69570003094205e-05,12.06
0.99763268737026,-4.73052003346153e-06,12.09
0.997633602221429,6.53655391661469e-05,12.12
0.997636588005847,0.000133331995862337,12.15
0.99764158087109,0.000199171532471764,12.18
0.997648517072446,0.000262888637791759,12.21
0.997657333026245,0.00032448954963409,12.24
0.997667965361471,0.00038398219760354,12.27
0.99768035096966,0.000441376146067735,12.3
0.997694427053091,0.00049668253736315,12.33
0.997710131171275,0.000549914035280645,12.36
0.997727401285756,0.000601084768872396,12.39
0.99774617580323,0.000650210276620519,12.42
0.997766393616994,0.000697307451006212,12.45
0.997787994146745,0.000742394483516707,12.48
0.997810917376724,0.000785490810125872,12.51
0.997835103892244,0.00082661705728276,12.54
0.9978604949146,0.000865794988441023,12.57
0.997887032334384,0.000903047451160577,12.6
0.99791465874322,0.000938398324811519,12.63
0.997943317463945,0.000971872468908854,12.66
0.997972952579246,0.00100349567210521,12.69
0.998003508958774,0.00103329460186728,12.72
0.998034932284767,0.00106129675486044,12.75
0.998067169076189,0.00108753040806458,12.78
0.998100166711415,0.00111202457064289,12.81
0.998133873449485,0.00113480893658395,12.84
0.998168238449948,0.00115591383813641,12.87
0.998203211791319,0.00117537020005396,12.9
0.998238744488185,0.00119320949466723,12.93
0.99827478850696,0.0012094636977982,12.96
0.998311296780347,0.00122416524553097,12.99
0.998348223220502,0.00123734699185222,13.02
0.998385522730952,0.00124904216717306,13.05
0.998423151217272,0.00125928433774299,13.08
0.998461065596566,0.00126810736596562,13.11
0.998499223805767,0.00127554537162473,13.14
